27,33369629200023,INTERMARCHE (FREDEC),AV GENERAL LECLERC,91190.0,GIF SUR YVETTE,Alimentation générale,48.7044442.116187
28,34326262221475,LIDL,RUE D AUSTRALIE,80000.0,AMIENS,_,49.9039362.275338
29,33365882100025,IBIS (SOCIETE BRETONNE D HOTELLERIE),1 R AMIRAL ROMAIN DESFOSSES,29200.0,BREST,_,48.426828-4.476276
30,33749127800012,NOUVEAU PAVILLON (AUVE JEAN LUC),59 R GARIBALDI,69006.0,LYON,Restaurant,45.7691794.850506
32,33422448200029,INTERMARCHE (SIERRA),136 R JULES FERRY,95360.0,MONTMAGNY,Rayon poissonnerie,48.9623162.338373
33,34213909400011,LE HOGGAR (MEZAACHE MOHAMED),48 R DES BRODERIES,78310.0,COIGNIERES,Restaurant,48.7377221.910014
34,34449440600020,FRANPRIX (DISTRITOUL),LES TOULEUSES,95000.0,CERGY,Alimentation générale,49.0292952.082634
35,33798754900025,D'ICI OU D'ASIE (FRANCOISAC),280 AV GABRIEL PERI,78360.0,MONTESSON,Restaurant,48.9307272.145663
36,34382935400012,MONSIEUR BRAHIM FOUDANE,44 RUE PIERRE TIMBAUD,92230.0,GENNEVILLIERS,Alimentation générale,48.9335522.298257
37,34513048821690,CARREFOUR EXPRESS (CARREFOUR PROXIMITE FRANCE),133 RUE ARISTIDE BRIAND,92300.0,LEVALLOIS PERRET,Alimentation générale,48.8958612.296188
38,34001885200228,CARREFOUR EXPRESS (LE FRANCE),42 QU DE DION BOUTON,92800.0,PUTEAUX,Alimentation générale,48.8829392.24812
39,34437832800019,LEADER-PRICE (COMMERCES MULTIPLES DES HAUTS DE SEINE),PL DE LA LIBERATION,92350.0,LE PLESSIS ROBINSON,Alimentation générale,48.7771432.256888
40,34525265400016,FRANPRIX (CTRE DISTRIBUTION ALIMENT FONTENAYSIENNE),44 R BOUCICAUT,92260.0,FONTENAY AUX ROSES,Alimentation générale,48.7907562.288327
41,34001885201663,STATION SERVICE BP (GESMIN),RD 9,95570.0,ATTAINVILLE,_,49.0540992.341356
43,34803208700044,DEROSIERE DAVID,7 RUE DU MARAIS DE NEUVILLE - ROMAINE,80860.0,PONTHOILE,_,50.2344271.704976
44,34029254901225,MANGEONS FRAIS (LES HALLES BLACHERE BERNARD),7 BD DU HUIT MAI,71210.0,TORCY,Primeur,46.7816834.438622
45,34846961000037,L'Olympique,170 Rue Jean Jaurès,94700.0,MAISONS ALFORT,_,48.7971282.43321
46,35261646000023,SUPER-U (SA CAENAL),7 RUE ROBERT KASKOREFF,14000.0,CAEN,Rayon boucherie-charcuterie,49.183202-0.401325
47,34157439000017,BOULANGERIE ZILIO (BOULANGERIE PATISSERIE ZILIO),DE LA MAIRIE,73460.0,FRONTENEX,Boulangerie-Pâtisserie,45.6326266.311541
48,35010868400019,LECLERC (KREMLIN DISTRIBUTION),106 AVENUE DE FONTAINEBLEAU,94276.0,LE KREMLIN BICETRE,Alimentation générale,NA
49,37922490000017,HEDIER PASCAL ROGER JACQUES,20 R MARCEL ALLEGOT,92190.0,MEUDON,Boucherie-Charcuterie,48.8206462.228225
51,35055470500011,CHEZ TRING,131 RUE DE PARIS,91120.0,PALAISEAU,Boucherie-Charcuterie,48.7128692.244052
52,37994146100012,MC DONALD'S (VIBO),23 AV SADI CARNOT,91160.0,SAULX LES CHARTREUX,Restaurant,48.6729882.278845
53,34326262221970,LIDL,AV JULIEN DURANTON,94460.0,VALENTON,Alimentation générale,48.7646662.447723
54,35075816500046,SOCIETE BIGOT,26 RUE DU GENERAL LECLERC,78000.0,VERSAILLES,Boulangerie-Pâtisserie,48.7989552.126622
55,38123607400013,BOULANGERIE COHENDET (COHENDET HERVE),14 PL DE LA REPUBLIQUE,38610.0,GIERES,Boulangerie-Pâtisserie,45.181935.792251
56,34925918400019,ECOMARCHE (VALMA),CHE DE ST MAUR,35330.0,MERNEL,_,47.895165-1.989283
57,35187551300019,FABRE ET LOUE BOULANGERIE PATISSERIE (FABRE MICHEL),168 R VAILLANT COUTURIER,94140.0,ALFORTVILLE,Boulangerie-Pâtisserie,48.8050572.419202
58,39291990800039,SARL CAVE DU PORTUGAL,ZONE ZAC DU PONT DES RAYONS,95290.0,L' ISLE ADAM,Restaurant,49.1113392.228913
59,34932444200012,LECLERC (SOC NOUVELLE DISTRIB NANTERRIENNE SONODINA/LECLERC),99 RUE PAUL VAILLANT COUTURIER,92000.0,NANTERRE,Alimentation générale,48.8834982.203969
60,35380188900026,Saveurs Nature (SNC LE SABLE D'OR),16 esplanade Charles de Gaulle,92000.0,NANTERRE,Restaurant,48.8956822.222589
61,39354964700054,VICTOR FREDERIC,82 RUE DU FBG SAINT ANDOCHE,71400.0,AUTUN,Boulangerie-Pâtisserie,46.9557024.289875
62,35292843600018,GOLF DES ROCHERS,LIEU DIT LES ROCHERS,35500.0,VITRE,_,48.077307-1.166803
63,37801934300045,TY FOURN (MOREL*PASCAL XAVIER GEORGES/),41 RUE COL DE SOYER,29420.0,PLOUENAN,Boulangerie-Pâtisserie,48.628315-3.98835
64,39787512100030,LA MAISON DU FRUIT,62 BD RICHARD WALLACE,92800.0,PUTEAUX,Alimentation générale,48.8805582.238231
65,35369118100062,FOURNIL VIGNY MUSSET (BOULANGERIE DE L ARLEQUIN),9 R ALFRED DE MUSSET,38100.0,GRENOBLE,Boulangerie-Pâtisserie,45.1644485.725993
66,37985962200043,THERY CHRISTINE,26 R PASTEUR,91710.0,VERT LE PETIT,_,48.5467672.364934
67,40189580000019,THE A LA MENTHE (SOUIDI ABDELKADER),CTR COM DU MERISIER,78190.0,TRAPPES,Restaurant,NA
68,37908931100037,DUMET JEAN,LE BOURG,71140.0,CRONAT,Boulangerie-Pâtisserie,46.6833393.815813
69,38067845800015,ABDI DJILALI,67 RUE MARTYRS DE LA RESISTANCE,69200.0,VENISSIEUX,Restaurant,45.6907254.871248
70,40323880100019,PASCAL MALVILLE  (APC  STE PASCAL MALVILLE),15 RUE SADI CARNOT,92320.0,CHATILLON,Boulangerie-Pâtisserie,48.7997912.287947
71,38268454600023,BARRERO TRAITEUR,33 R DENIS PAPIN,91240.0,SAINT MICHEL SUR ORGE,Traiteur,48.6262992.312609
72,38275793800032,MONSIEUR PASCAL LEDIEU,25 RUE DU MAIL,41120.0,CHITENAY,Boulangerie-Pâtisserie,47.4970511.370657
73,40456668900034,SER QUA FRAIS,PLACE DU DOCTEUR GIRAUDET,85460.0,L' AIGUILLON SUR MER,Alimentation générale,46.334362-1.307783
74,38335270500016,LANGLET PATRICK MARCEL ANDRE,1 R DES PYRENEES,65140.0,RABASTENS DE BIGORRE,Boulangerie-Pâtisserie,43.3872740.149989
75,38279982300051,E.LECLERC EXPRESS (FRANCONDIS),41 AV DES MARAIS,95130.0,FRANCONVILLE,Alimentation générale,48.9955952.220672
76,40500904400018,SARL SAINT MARC,34 ESP CHARLES DE GAULLE,92000.0,NANTERRE,Restaurant,48.8951562.222567
77,38349175000014,INTERMARCHE (VILLANS),QUARTIER DES GEYMONDS,38250.0,VILLARD DE LANS,Rayon poissonnerie,45.0848015.554299
79,40752308300019,BUVETTE DE L'OBSERVATOIRE (JYCE),PRC DE LA TETE D OR,69006.0,LYON,_,45.7742494.851558
80,38388075400015,DESNOYER,31 AV JEAN JAURES,73000.0,CHAMBERY,Boulangerie-Pâtisserie,45.5694495.912491
81,38829378900011,CODEC (LOVEDIS),3 BD JEAN JAURES,92100.0,BOULOGNE BILLANCOURT,Alimentation générale,48.845482.237232
82,40874320100019,LES PYRAMIDES,4 R MAURICE THOREZ,92000.0,NANTERRE,_,48.8907542.195121
83,38527168900015,SOCIETE D'EXPLOITATION DES ETS MORELLE,4 R HENRY DUNANT,95300.0,PONTOISE,Boulangerie-Pâtisserie,49.0571532.087796
84,38869008300018,MASSU MOISE,15 R DE LA RESISTANCE,14100.0,LISIEUX,Boucherie-Charcuterie,49.1442560.226723
85,41212912400019,DELICE MALICE,10 AV GUY DE MAUPASSANT,78400.0,CHATOU,Boulangerie-Pâtisserie,48.9021152.155956
86,38874663800013,L'ANGE COURONNE,18 R DE LA REPUBLIQUE,69220.0,BELLEVILLE EN BEAUJOLAIS,_,46.1087844.750363
87,38931355200025,HATTE PHILIPPE RENE YVES,3 R DU GAL LECLERC,80160.0,CONTY,Boucherie-Charcuterie,49.7411022.152718
88,41355612700012,SAN PAOLO (SAN PAOLO),1B PL CARDINAL MERCIER,95880.0,ENGHIEN LES BAINS,Restaurant,48.9693782.308711
89,39106707100038,BONHEUR ALIMENTATION (MONSIEUR PHONG LIM),2 RUE JEANNE D ARC,92130.0,ISSY LES MOULINEAUX,Alimentation générale,48.8319012.28014
90,38961520400028,BATON ROUGE,CHAMP DU PONT,69800.0,SAINT PRIEST,Restaurant,45.711094.966179
91,41501702900042,DELAGARDE,32 RUE DE LA REPUBLIQUE,92190.0,MEUDON,Boulangerie-Pâtisserie,48.8079262.235996
92,39155328600058,SOC COOPERATIVE BIOLOGIQUE PARISIENNE,127 AV J B CLEMENT,92100.0,BOULOGNE BILLANCOURT,Alimentation générale,48.8424112.231746
93,39265652600028,REINE 45,45 RUE DU MARECHAL FOCH,78000.0,VERSAILLES,Alimentation générale,48.8092382.133512
94,41771301300015,LE CASTEL SAINT JEAN,5 AV ADOLPHE MAX,69005.0,LYON,Boulangerie-Pâtisserie,45.7597974.826954
95,39207388800019,BOULANGERIE SAUVAGE (SAUVAGE THIERRY PAUL),19 R DES THERMES,65200.0,BAGNERES DE BIGORRE,Boulangerie-Pâtisserie,43.0631670.148245
96,39309972600027,NICOLLE CHRISTOPHE,2 R DU VIEUX LAVOIR,91620.0,NOZAY,Boulangerie-Pâtisserie,48.6600132.24179
97,41776793600020,INTERMARCHE (S.A.S. GIFLONY),14 AV CHARLES DE GAULLE,78800.0,HOUILLES,Alimentation générale,48.9213772.185917
98,39273224400026,MC DO (PIMM),RTE DE LA NOUE,91190.0,GIF SUR YVETTE,Restaurant,48.7016632.100917
99,39765375900027,LE PLESSIS GOURMAND (SARL LEGER),12 AV DU GENERAL DE GAULLE,94420.0,LE PLESSIS TREVISE,Boucherie-Charcuterie,48.8095572.574708
100,41869146500037,LECLERC (ANTHIGO),3 RUE DE L'ORSON,35770.0,VERN SUR SEICHE,Alimentation générale,48.063289-1.623254
101,40064924000019,PRIGENT,5 PL A DE GUEBRIANT,29250.0,SAINT POL DE LEON,Boulangerie-Pâtisserie,48.684384-3.986165
102,41969534101412,LEADER PRICE EXPLOITATION,102 RUE DE BICETRE,94240.0,L' HAY LES ROSES,Alimentation générale,48.776162.353736
103,39496135300023,SUPER U (S A A D),2 ALL DE LA PILOINAIS,35250.0,SAINT AUBIN D AUBIGNE,Rayon boucherie-charcuterie,48.261267-1.619207
104,40808884700020,MC DONALD'S (L I L Y),73 R DE PARIS,94220.0,CHARENTON LE PONT,Restaurant,48.8211092.414259
105,42097464400015,LE CANARD D'OR EXPRESS (EUROPASIE),9 R DE LA POURVOIERIE,78000.0,VERSAILLES,Restaurant,48.8072732.13194
106,39506792900012,STEPHANE TRAON (SARL BIANNIC),24 PL CORNIC,29600.0,MORLAIX,Boulangerie-Pâtisserie,48.580051-3.830518
107,40861719900042,SARL BERNARD TREBOUX,3 T AV DE THUYSET,74200.0,THONON LES BAINS,Boulangerie-Pâtisserie,46.3810246.496108
108,42164148100013,EARL DE LA FERME DES COLLINES,GRANDE RUE,80160.0,PLACHY BUYON,_,49.8189992.231936
109,39769021500017,SOCIÉTÉ ANTIBOISE DE CHARCUTERIE TESTA (SOCIÉTÉ ANTIBOISE DE CHARCUTERIE TESTA),ZI DES 3 MOULINS,6600.0,ANTIBES,Boucherie-Charcuterie,43.6031987.075574
110,40940966100025,BOULANGERIE PATISSERIE BRUNAT  MULTI-SERVICES (PROXI) (BRUNAT CYRILLE),40 PL JEAN VINAY,38470.0,L' ALBENC,Boulangerie-Pâtisserie,45.2234395.439256
111,42170182200031,JPM,66 RUE JEAN MOULIN,69300.0,CALUIRE ET CUIRE,Boulangerie-Pâtisserie,45.7992274.846868
112,40043325600023,S.N.C. RESTO MONTLHERY - LEON DE BRUXELLES,113 ROUTE DE MONTLHERY,91310.0,MONTLHERY,Restaurant,48.6349622.287348
113,41040901500352,ATAC (SAAS AUCHAN SUPERMARCHE),50 AV JEAN JAURES,78350.0,JOUY EN JOSAS,Rayon poissonnerie,48.7652412.162222
114,42235886100017,Camping du Lac d'Aydat (SARL LE CHADELAS),FORET DU LOT,63970.0,AYDAT,_,45.6663112.991843
115,40138602400012,La Halte des Bauges (MONSIEUR PATRICK MARTINEAU),LIEU DIT CHEF LIEU,73340.0,BELLECOMBE EN BAUGES,Boulangerie-Pâtisserie,45.7390236.159294
116,41040946001093,AUCHAN (AUCHAN FRANCE),28 AV DE PARIS,95230.0,SOISY SOUS MONTMORENCY,Rayon boucherie-charcuterie,48.9905292.290446
117,42261922100019,LES FLEURS,7 PL DE LA REPUBLIQUE,65400.0,ARGELES GAZOST,_,43.005118-0.100349
118,40138621400019,La Halte des Bauges (BOUVIER MARC),CHEF LIEU,73340.0,BELLECOMBE EN BAUGES,Boulangerie-Pâtisserie,45.7378046.133458
119,41040946002232,AUCHAN (AUCHAN FRANCE),225 AVENUE WINSTON CHURCHILL,62022.0,ARRAS,Rayon boucherie-charcuterie,NA
120,42326332600013,BOSH BOUCHERIE OUBERRANE SALAH HASSANE,68 R JEAN JAURES,92800.0,PUTEAUX,Boucherie-Charcuterie,48.8837332.24398
121,41312287000087,REMI PIZZA (SARL REMI PIZZA),CHEZ LE PRETRE,63480.0,SAINT PIERRE LA BOURLHONNE,Restaurant,45.6860583.750707
122,42373286600011,SARL SILA,99 AV EDOUARD VAILLANT,92100.0,BOULOGNE BILLANCOURT,Restaurant,48.8338182.244705
123,40373421300016,AU PUR SANG (2ORE CENE MARIE BEATRICE),2 AV DE LA PELOUSE,78600.0,MAISONS LAFFITTE,Restaurant,48.9581892.170404
124,41456850100020,AU PAIN DES DIEUX,1183 RTE NATIONALE 7,6270.0,VILLENEUVE LOUBET,Boulangerie-Pâtisserie,43.6387877.13372
125,42826802333888,PETIT CASINO (DISTRIBUTION CASINO FRANCE),14 PL CARNOT,69400.0,VILLEFRANCHE SUR SAONE,Rayon fruits & légumes,45.985634.717885
127,41459903500907,ALDI MARCHE DAMMARTIN,55 BD DE LA REPUBLIQUE,92210.0,SAINT CLOUD,Alimentation générale,48.8449792.21249
128,42826802342665,CASINO (Distribution Casino France),7 boulevard des merveilles,95000.0,CERGY,Alimentation générale,49.0492052.01
129,41040946000962,AUCHAN (AUCHAN FRANCE),CHE DU POIRIER CHARLES GUERIN,95520.0,OSNY,Rayon poissonnerie,49.0780892.078227
130,41817066800010,LECLERC (AUBINS SAINT PRIX),41 AV DU GENERAL LECLERC,95390.0,SAINT PRIX,Alimentation générale,49.0034872.261395
131,42904727700018,LE VERGER DU BAC,30 RUE DU BAC,94480.0,ABLON SUR SEINE,Alimentation générale,48.7236412.418631
132,41126095300012,BOUDABBOUS KAMEL,128B R JEAN JAURES,94700.0,MAISONS ALFORT,Boulangerie-Pâtisserie,48.7950422.433739
133,41870367400030,LECLERC (CO-VA-DIS (LECLERC QUATRE CHEMINS)),130 BOULEVARD CHARLES DE GAULLE,92700.0,COLOMBES,Alimentation générale,48.9141462.229727
134,43252418900011,ALOTTO,41 AV PAUL DOUMER,69630.0,CHAPONOST,Boulangerie-Pâtisserie,45.7122274.745515
135,41146349000036,L'ALMODOVAR (BEIRAMAR),1 RUE DU PROGRES,78230.0,LE PECQ,Restaurant,48.8984682.110229
136,42249106800017,RESTAURANT DU COMMERCE,1 R DE PARIS,29410.0,SAINT THEGONNEC LOC EGUINER,Restaurant,48.521204-3.945784
137,43301669800022,PIZZA PRESTO (GAYA),9 BD ABEL CORNATON,91290.0,ARPAJON,Restaurant,48.5872532.247824
138,41387401700010,BOUCHERIE DU CENTRE,117 R JEAN JAURES,92800.0,PUTEAUX,Boucherie-Charcuterie,48.8810532.238199
139,42400356400012,AUX DELICES DE SHANGHAI,5 AVENUE LONGUEIL,78600.0,MAISONS LAFFITTE,Restaurant,48.9474372.147749
140,43950393900019,BOULANGERIE DU PARC (BOUJDI BRAHIM),5B PL REPUBLIQUE F MITTERRAND,92110.0,CLICHY,Boulangerie-Pâtisserie,NA
141,41404554200019,MONSIEUR DENIS ROCHARD,PLACE DU MARCHE,69690.0,BESSENAY,Boulangerie-Pâtisserie,45.7761334.553626
142,42429351200028,MONSIEUR FABRICE MOULIN,1 AV DU GAL LECLERC,14500.0,VIRE NORMANDIE,Boucherie-Charcuterie,48.838806-0.88974
143,43970662300022,LAUBLET*LAURENT/,17 AV MARCEL PERRIN,95540.0,MERY SUR OISE,Boulangerie-Pâtisserie,49.0635912.186417
145,42826802303493,DISTRIBUTION CASINO FRANCE,8 AVENUE PHILEAS FOGG,80440.0,GLISY,Alimentation générale,49.866382.376934
146,43985684000012,L'AUBERGE DE LA POSTE (LA PENICHE),142 RTE NATIONALE 10,78310.0,COIGNIERES,Restaurant,48.747331.922167
147,41538636600017,L'ESCALE (MADAME NATHALIE DORBES),RTE D'ARREAU,65250.0,LA BARTHE DE NESTE,Alimentation générale,43.0815420.389
148,42826802330561,CASINO (DISTRIBUTION CASINO FRANCE),103 BD JEAN JAURES,92110.0,CLICHY,_,48.9062272.30204
149,44273022200035,MONSIEUR DAVID ALIX,31 RTE NATIONALE,80480.0,DURY,Boulangerie-Pâtisserie,49.8444492.269557
151,42907152500019,ALAIN GIE,19 RUE BANES,92190.0,MEUDON,Boulangerie-Pâtisserie,48.8081452.24094
152,44277483200012,ASSA,2 GALERIE DES ETOILES,92360.0,MEUDON,Restaurant,48.7865672.230615
153,43201772100015,FRANPRIX (AMJ),6 PL LOUIS ARAGON,95480.0,PIERRELAYE,Alimentation générale,49.0227642.153428
154,44336343700015,VILLEDIEU MARC,87 CRS DU DOCTEUR LONG,69003.0,LYON 3E ARRONDISSEMENT,Boulangerie-Pâtisserie,45.7504444.887088
155,42153324100020,SUPER-U (DU NOIREAU),RUE SAINT JACQUES - RD 562,14110.0,CONDE EN NORMANDIE,Rayon boucherie-charcuterie,48.854238-0.543969
156,43285564100010,BOUCHERIE DES PIERRES DOREES,PL DE LA LIBERATION,69620.0,VAL D OINGT,Boucherie-Charcuterie,45.9213844.585164
157,44384737100046,PETIET STEPHANE,22 LOTISSEMENT LE PLAN,38540.0,SAINT JUST CHALEYSSIN,Restaurant,45.5840635.006575
158,42342767300029,LA CIVETTE DU PARC (MONSIEUR LEON KHERSIS),17 RUE DES RESERVOIRS,78000.0,VERSAILLES,_,48.8083372.124568
159,43398795500013,LA CIBOULETTE (SARL GEORGES PACCARD),10 RUE VAUGELAS,74000.0,ANNECY,Restaurant,45.901596.125965
160,44748556600023,AUREMA,7 RUE DE LA STATION,94170.0,LE PERREUX SUR MARNE,Alimentation générale,48.8431282.504216
161,42402468500010,INTERMARCHE (BRUANGE),RUE DU VIEUX CHATEAU,62220.0,CARVIN,Rayon boucherie-charcuterie,50.4843842.96092
162,43489425900010,ADBH,32 AV CARNOT,94190.0,VILLENEUVE SAINT GEORGES,Boulangerie-Pâtisserie,48.7329532.449939
163,44875799700755,COOP-SAVEURS - Boucherie Aurélien,109 RUE HENRY CHERON,14100.0,LISIEUX,Boucherie-Charcuterie,49.1447160.222934
164,42417327600017,PIZZA DES LYS (PIZZA DELICE),2B SQ DES ARTISTES,95520.0,OSNY,Restaurant,49.0617112.065777
165,43499801900021,MONSIEUR DANY VAN BOUCHAUTE,25 RUE SAINT PIERRE,80700.0,ROYE,Boulangerie-Pâtisserie,49.6986962.790937
166,44953057500090,BOULANGERIE GRANGE,16  GRANDE RUE,65240.0,ARREAU,Boulangerie-Pâtisserie,42.9045620.35942
167,42424516500016,au pain d'autrefois (MONSIEUR PATRICK MATIGNON),126 RUE DU CHATEAU,92100.0,BOULOGNE BILLANCOURT,Boulangerie-Pâtisserie,48.8423462.240367
168,43780881900019,BARAMAD,6 RUE DE LA DEESSE BRIGITTE,29150.0,DINEAULT,Boulangerie-Pâtisserie,48.22024-4.167087
169,45132133500627,CARREFOUR (CARREFOUR HYPERMARCHES),QUARTIER DU VAL,14200.0,HEROUVILLE SAINT CLAIR,Rayon boucherie-charcuterie,49.206336-0.332037
170,42475366300022,LA BELINOISE,RTE DE SOST,65370.0,MAULEON BAROUSSE,Boulangerie-Pâtisserie,42.9300170.557889
171,44016876300017,MARCHE 3000,11B AV LOUIS PASTEUR,92220.0,BAGNEUX,Alimentation générale,48.7996662.317967
172,45132133501088,CARREFOUR (CARREFOUR HYPERMARCHES),66 BD VICTOR BORDIER,95370.0,MONTIGNY LES CORMEILLES,Alimentation générale,48.9933452.196952
173,42506811100029,AU PAIN RETROUVE (MONSIEUR DOMINIQUE CHAILLET),118 RUE PAUL VAILLANT COUTURIER,92240.0,MALAKOFF,Boulangerie-Pâtisserie,48.8166282.292567
174,44028375208039,CARREFOUR MARKET (CSF),91 RUE BOUCICAUT,92260.0,FONTENAY AUX ROSES,Alimentation générale,48.7920322.285665
175,45132133501997,CARREFOUR HYPERMARCHES,39 BOULEVARD DE GROSLAY,35300.0,FOUGERES,Alimentation générale,48.3464-1.182308
176,42826802300325,CASINO (DISTRIBUTION CASINO FRANCE),140 AV FRANCIS TONNER,6150.0,CANNES,Alimentation générale,43.5499336.970193
177,44168289500020,LA CHOPE D'OR,184 RUE GARIBALDI,69003.0,LYON 3E ARRONDISSEMENT,Restaurant,45.7608424.851615
178,45172205200011,MANDRES SERVICES BANGAIZ (MONSIEUR NAJET BENGAIZ),13 RUE DU GENERAL LECLERC,94520.0,MANDRES LES ROSES,Alimentation générale,48.7019322.543593
179,42826802339869,HYPER-CASINO (DISTRIBUTION CASINO FRANCE),RUE DE LISIEUX,14170.0,SAINT PIERRE EN AUGE,Rayon boucherie-charcuterie,49.021196-0.030465
180,44378856700024,FRANCE RAMA DISTRIBUTION,33 RUE GAY LUSSAC,95500.0,GONESSE,_,48.9811062.458033
181,45223272100012,DOUCEURS ET PLAISIRS DE VINCENNES,83 R DE FONTENAY,94300.0,VINCENNES,Boulangerie-Pâtisserie,48.8482252.437003
182,42826802344034,CASINO (DISTRIBUTION CASINO FRANCE),144 rue de Verdun 96 avenue A. Briand,92220.0,BAGNEUX,Alimentation générale,NA
183,44440856100017,FRANPRIX (ASNIERESDIS),10 PL DES VICTOIRES,92600.0,ASNIERES SUR SEINE,Alimentation générale,48.9099112.291428
184,45250528200015,SOCIETE NOUVELLE CHEZ PAUL,11 RUE MAJOR MARTIN,69001.0,LYON,Restaurant,45.7666684.832676
185,43145406500019,VAZEILLE SARL,PL DU HUIT MAI,63540.0,ROMAGNAT,Boulangerie-Pâtisserie,45.731193.099331
186,44493526600015,O'TACOS  (TAO LSO),AV FRANCOIS MITTERRAND,85340.0,LES SABLES D OLONNE,Restaurant,46.519564-1.775756
187,45373573000021,BOULANGERIE SAINT MARTIN (MONSIEUR CHRISTOPHE PETIT),2 RUE DU LIEUTENANT BAUDE,95270.0,SAINT MARTIN DU TERTRE,Boulangerie-Pâtisserie,49.1085212.347799
188,43223841800011,LE PAIN PIEROL (RILOPE SARL),61 AV JEAN JAURES,95330.0,DOMONT,Boulangerie-Pâtisserie,49.0334172.34031
189,44748741400024,BOULANGERIE LA MANDRINE (SANCHES DAMIEN),1 ROUTE DE SAINT MARCELLIN,38590.0,SAINT ETIENNE DE SAINT GEOIRS,Boulangerie-Pâtisserie,45.3243295.346895
190,45399355200018,SCEA FRANCOIS,4 RUE RAOUL BRIQUET,62980.0,VERMELLES,_,50.4890712.743788
191,43834683500020,MOUGIN GILLES MAURICE,87 IMPASSE LAVOISIER,73100.0,GRESY SUR AIX,Alimentation générale,45.7167095.922933
192,44814194500015,LE PALAIS HON SING (ZHENG WEI),14 AV MARCEAU,92400.0,COURBEVOIE,Restaurant,48.8988322.246599
